replacement_strategy,mutation,priority_best_ga,random_best_ga,delta_random_minus_priority,winner,priority_gap_to_best_known,random_gap_to_best_known,priority_initial_best,random_initial_best,priority_n_evals,random_n_evals,priority_stop_reason,random_stop_reason
generational,insertion_window,1103.0,1144.0,41.0,priority_rules,102.0,143.0,1144.0,1275.0,4133,4138,max_generations,max_generations
generational,swap,1113.0,1151.0,38.0,priority_rules,112.0,150.0,1144.0,1275.0,4102,4152,max_generations,max_generations
generational,adjacent_swap,1132.0,1140.0,8.0,priority_rules,131.0,139.0,1144.0,1275.0,4089,4127,max_generations,max_generations
generational,consensus_reorder,1140.0,1138.0,-2.0,random,139.0,137.0,1144.0,1275.0,4192,4181,max_generations,max_generations
