replacement_strategy,mutation,priority_best_ga,random_best_ga,delta_random_minus_priority,winner,priority_gap_to_best_known,random_gap_to_best_known,priority_initial_best,random_initial_best,priority_n_evals,random_n_evals,priority_stop_reason,random_stop_reason
generational,consensus_reorder,1153.0,1192.0,39.0,priority_rules,113.0,152.0,1162.0,1308.0,4159,4209,max_generations,max_generations
generational,swap,1162.0,1185.0,23.0,priority_rules,122.0,145.0,1162.0,1308.0,4102,4152,max_generations,max_generations
generational,insertion_window,1162.0,1180.0,18.0,priority_rules,122.0,140.0,1162.0,1308.0,4081,4166,max_generations,max_generations
generational,adjacent_swap,1144.0,1155.0,11.0,priority_rules,104.0,115.0,1162.0,1308.0,4089,4127,max_generations,max_generations
