replacement_strategy,mutation,priority_best_ga,random_best_ga,delta_random_minus_priority,winner,priority_gap_to_best_known,random_gap_to_best_known,priority_initial_best,random_initial_best,priority_n_evals,random_n_evals,priority_stop_reason,random_stop_reason
generational,adjacent_swap,1068.0,1130.0,62.0,priority_rules,111.0,173.0,1107.0,1218.0,4089,4127,max_generations,max_generations
generational,insertion_window,1096.0,1083.0,-13.0,random,139.0,126.0,1107.0,1218.0,4153,4100,max_generations,max_generations
generational,swap,1103.0,1096.0,-7.0,random,146.0,139.0,1107.0,1218.0,4102,4152,max_generations,max_generations
generational,consensus_reorder,1084.0,1089.0,5.0,priority_rules,127.0,132.0,1107.0,1218.0,4189,4100,max_generations,max_generations
