run_rank,crossover,replacement_strategy,elite_size,replacement_fraction,mutation,initial_population_mode,label,point_index,gen,best_curve,best_ga,best_known,gap_to_best_known,stop_reason
1,decuple,generational,1,0.9,swap,random,generational/random/swap,1,0.0,290.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,2,1.0,272.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,3,2.0,268.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,4,3.0,262.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,5,4.0,262.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,6,5.0,262.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,7,6.0,262.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,8,7.0,262.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,9,8.0,262.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,10,9.0,262.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,11,10.0,261.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,12,11.0,261.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,13,12.0,261.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,14,13.0,259.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,15,14.0,258.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,16,15.0,258.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,17,16.0,258.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,18,17.0,258.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,19,18.0,257.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,20,19.0,257.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,21,20.0,257.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,22,21.0,257.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,23,22.0,257.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,24,23.0,257.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,25,24.0,257.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,26,25.0,257.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,27,26.0,257.0,247.0,224.0,23.0,max_generations
1,decuple,generational,1,0.9,swap,random,generational/random/swap,28,27.0,255.0,247.0,224.0,23.0,max_generations
