replacement_strategy,mutation,priority_best_ga,random_best_ga,delta_random_minus_priority,winner,priority_gap_to_best_known,random_gap_to_best_known,priority_initial_best,random_initial_best,priority_n_evals,random_n_evals,priority_stop_reason,random_stop_reason
generational,adjacent_swap,1173.0,1211.0,38.0,priority_rules,159.0,197.0,1173.0,1319.0,4089,4127,max_generations,max_generations
generational,consensus_reorder,1164.0,1187.0,23.0,priority_rules,150.0,173.0,1173.0,1319.0,4102,4166,max_generations,max_generations
generational,insertion_window,1173.0,1190.0,17.0,priority_rules,159.0,176.0,1173.0,1319.0,4124,4138,max_generations,max_generations
generational,swap,1173.0,1174.0,1.0,priority_rules,159.0,160.0,1173.0,1319.0,4102,4152,max_generations,max_generations
