replacement_strategy,mutation,priority_best_ga,random_best_ga,delta_random_minus_priority,winner,priority_gap_to_best_known,random_gap_to_best_known,priority_initial_best,random_initial_best,priority_n_evals,random_n_evals,priority_stop_reason,random_stop_reason
generational,swap,250.0,244.0,-6.0,random,25.0,19.0,266.0,311.0,4120,4217,max_generations,max_generations
generational,adjacent_swap,255.0,251.0,-4.0,random,30.0,26.0,266.0,311.0,4146,4116,max_generations,max_generations
generational,consensus_reorder,242.0,244.0,2.0,priority_rules,17.0,19.0,266.0,311.0,4188,4133,max_generations,max_generations
generational,insertion_window,243.0,243.0,0.0,tie,18.0,18.0,266.0,311.0,4135,4174,max_generations,max_generations
