replacement_strategy,mutation,priority_best_ga,random_best_ga,delta_random_minus_priority,winner,priority_gap_to_best_known,random_gap_to_best_known,priority_initial_best,random_initial_best,priority_n_evals,random_n_evals,priority_stop_reason,random_stop_reason
generational,consensus_reorder,304.0,294.0,-10.0,random,25.0,15.0,315.0,363.0,4187,4153,max_generations,max_generations
generational,swap,303.0,301.0,-2.0,random,24.0,22.0,315.0,363.0,4120,4217,max_generations,max_generations
generational,adjacent_swap,298.0,297.0,-1.0,random,19.0,18.0,315.0,363.0,4146,4116,max_generations,max_generations
generational,insertion_window,305.0,305.0,0.0,tie,26.0,26.0,315.0,363.0,4195,4100,max_generations,max_generations
