rank,crossover,replacement_strategy,elite_size,replacement_fraction,mutation,initial_population_mode,best_ga,best_known,best_known_source,gap_to_best_known,improvement_vs_seed,initial_best,logged_best,improvement_gen0,final_avg,final_std,n_gen_executed,n_evals,n_unique_schedules,stop_reason
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,3522.0,2926.0,rcplib:LPP_20.rcp:LB-lit,596.0,8.0,3530.0,3522.0,8.0,3522.0,0.0,100,4616,0,max_generations
2,decuple,diverse_elitist,1,0.9,consensus_reorder,random,3935.0,2926.0,rcplib:LPP_20.rcp:LB-lit,1009.0,-405.0,4107.0,3935.0,172.0,3936.98,2.0048940121612415,100,4598,0,max_generations
