rank,crossover,replacement_strategy,elite_size,replacement_fraction,mutation,initial_population_mode,best_ga,best_known,best_known_source,gap_to_best_known,improvement_vs_seed,initial_best,logged_best,improvement_gen0,final_avg,final_std,n_gen_executed,n_evals,n_unique_schedules,stop_reason
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,4742.0,3782.0,rcplib:LPP_80.rcp:LB-lit,960.0,20.0,4762.0,4742.0,20.0,4742.0,0.0,100,4590,0,max_generations
2,decuple,diverse_elitist,1,0.9,consensus_reorder,random,4837.0,3782.0,rcplib:LPP_80.rcp:LB-lit,1055.0,-75.0,4933.0,4837.0,96.0,4837.62,0.4853864439804639,100,4572,0,max_generations
