MaxNPV: 179.56692390480003
CVaR: -158.63951
Model Obj: 158.63951 
; Variable;  x
('P1', 'A', 'S1') 0.0
('P1', 'A', 'S2') 0.0
('P1', 'A', 'S3') 0.0
('P1', 'A', 'S4') 0.0
('P1', 'A', 'S5') 0.0
('P1', 'A', 'S6') 0.0
('P1', 'A', 'S7') 0.0
('P1', 'A', 'S8') 0.0
('P1', 'A', 'S9') 0.0
('P1', 'A', 'S10') 0.0
('P2', 'A', 'S1') 0.0
('P2', 'A', 'S2') 0.0
('P2', 'A', 'S3') 0.0
('P2', 'A', 'S4') 0.0
('P2', 'A', 'S5') 0.0
('P2', 'A', 'S6') 1.0
('P2', 'A', 'S7') 1.0
('P2', 'A', 'S8') 1.0
('P2', 'A', 'S9') 0.0
('P2', 'A', 'S10') 0.0
('P3', 'A', 'S1') 0.0
('P3', 'A', 'S2') 0.0
('P3', 'A', 'S3') 0.0
('P3', 'A', 'S4') 0.0
('P3', 'A', 'S5') 0.0
('P3', 'A', 'S6') 0.0
('P3', 'A', 'S7') 0.0
('P3', 'A', 'S8') 0.0
('P3', 'A', 'S9') 0.0
('P3', 'A', 'S10') 0.0
('P4', 'A', 'S1') 0.0
('P4', 'A', 'S2') 0.0
('P4', 'A', 'S3') 0.0
('P4', 'A', 'S4') 0.0
('P4', 'A', 'S5') 0.0
('P4', 'A', 'S6') 0.0
('P4', 'A', 'S7') 0.0
('P4', 'A', 'S8') 0.0
('P4', 'A', 'S9') 0.0
('P4', 'A', 'S10') 0.0
('P5', 'A', 'S1') 0.0
('P5', 'A', 'S2') 0.0
('P5', 'A', 'S3') 0.0
('P5', 'A', 'S4') 0.0
('P5', 'A', 'S5') 0.0
('P5', 'A', 'S6') 1.0
('P5', 'A', 'S7') 1.0
('P5', 'A', 'S8') 1.0
('P5', 'A', 'S9') 0.0
('P5', 'A', 'S10') 0.0
('P6', 'A', 'S1') 1.0
('P6', 'A', 'S2') 1.0
('P6', 'A', 'S3') 1.0
('P6', 'A', 'S4') 1.0
('P6', 'A', 'S5') 1.0
('P6', 'A', 'S6') 1.0
('P6', 'A', 'S7') 1.0
('P6', 'A', 'S8') 1.0
('P6', 'A', 'S9') 1.0
('P6', 'A', 'S10') 1.0
('P7', 'A', 'S1') 1.0
('P7', 'A', 'S2') 1.0
('P7', 'A', 'S3') 1.0
('P7', 'A', 'S4') 1.0
('P7', 'A', 'S5') 0.0
('P7', 'A', 'S6') 1.0
('P7', 'A', 'S7') 1.0
('P7', 'A', 'S8') 1.0
('P7', 'A', 'S9') 0.0
('P7', 'A', 'S10') 1.0
('P8', 'A', 'S1') 1.0
('P8', 'A', 'S2') 1.0
('P8', 'A', 'S3') 1.0
('P8', 'A', 'S4') 1.0
('P8', 'A', 'S5') 0.0
('P8', 'A', 'S6') 1.0
('P8', 'A', 'S7') 1.0
('P8', 'A', 'S8') 1.0
('P8', 'A', 'S9') 1.0
('P8', 'A', 'S10') 1.0
('P9', 'A', 'S1') 1.0
('P9', 'A', 'S2') 1.0
('P9', 'A', 'S3') 1.0
('P9', 'A', 'S4') 1.0
('P9', 'A', 'S5') 1.0
('P9', 'A', 'S6') 1.0
('P9', 'A', 'S7') 1.0
('P9', 'A', 'S8') 1.0
('P9', 'A', 'S9') 1.0
('P9', 'A', 'S10') 1.0
('P10', 'A', 'S1') 0.0
('P10', 'A', 'S2') 1.0
('P10', 'A', 'S3') 1.0
('P10', 'A', 'S4') 0.0
('P10', 'A', 'S5') 0.0
('P10', 'A', 'S6') 1.0
('P10', 'A', 'S7') 1.0
('P10', 'A', 'S8') 1.0
('P10', 'A', 'S9') 0.0
('P10', 'A', 'S10') 0.0
('P11', 'A', 'S1') 0.0
('P11', 'A', 'S2') 0.0
('P11', 'A', 'S3') 0.0
('P11', 'A', 'S4') 0.0
('P11', 'A', 'S5') 0.0
('P11', 'A', 'S6') 0.0
('P11', 'A', 'S7') 0.0
('P11', 'A', 'S8') 0.0
('P11', 'A', 'S9') 0.0
('P11', 'A', 'S10') 0.0
('P12', 'A', 'S1') 1.0
('P12', 'A', 'S2') 1.0
('P12', 'A', 'S3') 1.0
('P12', 'A', 'S4') 1.0
('P12', 'A', 'S5') 1.0
('P12', 'A', 'S6') 1.0
('P12', 'A', 'S7') 1.0
('P12', 'A', 'S8') 1.0
('P12', 'A', 'S9') 1.0
('P12', 'A', 'S10') 1.0
('P13', 'A', 'S1') 0.0
('P13', 'A', 'S2') 0.0
('P13', 'A', 'S3') 0.0
('P13', 'A', 'S4') 0.0
('P13', 'A', 'S5') 0.0
('P13', 'A', 'S6') 1.0
('P13', 'A', 'S7') 1.0
('P13', 'A', 'S8') 0.0
('P13', 'A', 'S9') 0.0
('P13', 'A', 'S10') 0.0
('P14', 'A', 'S1') 1.0
('P14', 'A', 'S2') 1.0
('P14', 'A', 'S3') 1.0
('P14', 'A', 'S4') 1.0
('P14', 'A', 'S5') 1.0
('P14', 'A', 'S6') 1.0
('P14', 'A', 'S7') 1.0
('P14', 'A', 'S8') 1.0
('P14', 'A', 'S9') 1.0
('P14', 'A', 'S10') 1.0
('P15', 'A', 'S1') 0.0
('P15', 'A', 'S2') 0.0
('P15', 'A', 'S3') 0.0
('P15', 'A', 'S4') 0.0
('P15', 'A', 'S5') 0.0
('P15', 'A', 'S6') 0.0
('P15', 'A', 'S7') 0.0
('P15', 'A', 'S8') 0.0
('P15', 'A', 'S9') 0.0
('P15', 'A', 'S10') 0.0
('P16', 'A', 'S1') 1.0
('P16', 'A', 'S2') 1.0
('P16', 'A', 'S3') 1.0
('P16', 'A', 'S4') 1.0
('P16', 'A', 'S5') 1.0
('P16', 'A', 'S6') 1.0
('P16', 'A', 'S7') 1.0
('P16', 'A', 'S8') 1.0
('P16', 'A', 'S9') 1.0
('P16', 'A', 'S10') 1.0
('P1', 'B', 'S1') 0.0
('P1', 'B', 'S2') 0.0
('P1', 'B', 'S3') 0.0
('P1', 'B', 'S4') 0.0
('P1', 'B', 'S5') 0.0
('P1', 'B', 'S6') 0.0
('P1', 'B', 'S7') 0.0
('P1', 'B', 'S8') 0.0
('P1', 'B', 'S9') 0.0
('P1', 'B', 'S10') 1.0
('P2', 'B', 'S1') 1.0
('P2', 'B', 'S2') 1.0
('P2', 'B', 'S3') 1.0
('P2', 'B', 'S4') 1.0
('P2', 'B', 'S5') 1.0
('P2', 'B', 'S6') 0.0
('P2', 'B', 'S7') 0.0
('P2', 'B', 'S8') 0.0
('P2', 'B', 'S9') 1.0
('P2', 'B', 'S10') 1.0
('P3', 'B', 'S1') 0.0
('P3', 'B', 'S2') 0.0
('P3', 'B', 'S3') 0.0
('P3', 'B', 'S4') 0.0
('P3', 'B', 'S5') 0.0
('P3', 'B', 'S6') 0.0
('P3', 'B', 'S7') 0.0
('P3', 'B', 'S8') 0.0
('P3', 'B', 'S9') 0.0
('P3', 'B', 'S10') 0.0
('P4', 'B', 'S1') 0.0
('P4', 'B', 'S2') 0.0
('P4', 'B', 'S3') 0.0
('P4', 'B', 'S4') 0.0
('P4', 'B', 'S5') 1.0
('P4', 'B', 'S6') 0.0
('P4', 'B', 'S7') 0.0
('P4', 'B', 'S8') 1.0
('P4', 'B', 'S9') 0.0
('P4', 'B', 'S10') 1.0
('P5', 'B', 'S1') 1.0
('P5', 'B', 'S2') 1.0
('P5', 'B', 'S3') 1.0
('P5', 'B', 'S4') 1.0
('P5', 'B', 'S5') 1.0
('P5', 'B', 'S6') 0.0
('P5', 'B', 'S7') 0.0
('P5', 'B', 'S8') 0.0
('P5', 'B', 'S9') 1.0
('P5', 'B', 'S10') 1.0
('P6', 'B', 'S1') 0.0
('P6', 'B', 'S2') 0.0
('P6', 'B', 'S3') 0.0
('P6', 'B', 'S4') 0.0
('P6', 'B', 'S5') 0.0
('P6', 'B', 'S6') 0.0
('P6', 'B', 'S7') 0.0
('P6', 'B', 'S8') 0.0
('P6', 'B', 'S9') 0.0
('P6', 'B', 'S10') 0.0
('P7', 'B', 'S1') 0.0
('P7', 'B', 'S2') 0.0
('P7', 'B', 'S3') 0.0
('P7', 'B', 'S4') 0.0
('P7', 'B', 'S5') 1.0
('P7', 'B', 'S6') 0.0
('P7', 'B', 'S7') 0.0
('P7', 'B', 'S8') 0.0
('P7', 'B', 'S9') 1.0
('P7', 'B', 'S10') 0.0
('P8', 'B', 'S1') 0.0
('P8', 'B', 'S2') 0.0
('P8', 'B', 'S3') 0.0
('P8', 'B', 'S4') 0.0
('P8', 'B', 'S5') 1.0
('P8', 'B', 'S6') 0.0
('P8', 'B', 'S7') 0.0
('P8', 'B', 'S8') 0.0
('P8', 'B', 'S9') 0.0
('P8', 'B', 'S10') 0.0
('P10', 'B', 'S1') 1.0
('P10', 'B', 'S2') 0.0
('P10', 'B', 'S3') 0.0
('P10', 'B', 'S4') 1.0
('P10', 'B', 'S5') 1.0
('P10', 'B', 'S6') 0.0
('P10', 'B', 'S7') 0.0
('P10', 'B', 'S8') 0.0
('P10', 'B', 'S9') 1.0
('P10', 'B', 'S10') 1.0
('P11', 'B', 'S1') 0.0
('P11', 'B', 'S2') 0.0
('P11', 'B', 'S3') 0.0
('P11', 'B', 'S4') 0.0
('P11', 'B', 'S5') 0.0
('P11', 'B', 'S6') 0.0
('P11', 'B', 'S7') 0.0
('P11', 'B', 'S8') 1.0
('P11', 'B', 'S9') 0.0
('P11', 'B', 'S10') 1.0
('P13', 'B', 'S1') 1.0
('P13', 'B', 'S2') 1.0
('P13', 'B', 'S3') 1.0
('P13', 'B', 'S4') 1.0
('P13', 'B', 'S5') 1.0
('P13', 'B', 'S6') 0.0
('P13', 'B', 'S7') 0.0
('P13', 'B', 'S8') 1.0
('P13', 'B', 'S9') 1.0
('P13', 'B', 'S10') 1.0
('P15', 'B', 'S1') 1.0
('P15', 'B', 'S2') 1.0
('P15', 'B', 'S3') 1.0
('P15', 'B', 'S4') 1.0
('P15', 'B', 'S5') 1.0
('P15', 'B', 'S6') 1.0
('P15', 'B', 'S7') 1.0
('P15', 'B', 'S8') 1.0
('P15', 'B', 'S9') 1.0
('P15', 'B', 'S10') 1.0
('P16', 'B', 'S1') 0.0
('P16', 'B', 'S2') 0.0
('P16', 'B', 'S3') 0.0
('P16', 'B', 'S4') 0.0
('P16', 'B', 'S5') 0.0
('P16', 'B', 'S6') 0.0
('P16', 'B', 'S7') 0.0
('P16', 'B', 'S8') 0.0
('P16', 'B', 'S9') 0.0
('P16', 'B', 'S10') 0.0
('P2', 'C', 'S1') 0.0
('P2', 'C', 'S2') 0.0
('P2', 'C', 'S3') 0.0
('P2', 'C', 'S4') 0.0
('P2', 'C', 'S5') 0.0
('P2', 'C', 'S6') 0.0
('P2', 'C', 'S7') 0.0
('P2', 'C', 'S8') 0.0
('P2', 'C', 'S9') 0.0
('P2', 'C', 'S10') 0.0
('P6', 'C', 'S1') 0.0
('P6', 'C', 'S2') 0.0
('P6', 'C', 'S3') 0.0
('P6', 'C', 'S4') 0.0
('P6', 'C', 'S5') 0.0
('P6', 'C', 'S6') 0.0
('P6', 'C', 'S7') 0.0
('P6', 'C', 'S8') 0.0
('P6', 'C', 'S9') 0.0
('P6', 'C', 'S10') 0.0
('P10', 'C', 'S1') 0.0
('P10', 'C', 'S2') 0.0
('P10', 'C', 'S3') 0.0
('P10', 'C', 'S4') 0.0
('P10', 'C', 'S5') 0.0
('P10', 'C', 'S6') 0.0
('P10', 'C', 'S7') 0.0
('P10', 'C', 'S8') 0.0
('P10', 'C', 'S9') 0.0
('P10', 'C', 'S10') 0.0
('P16', 'C', 'S1') 0.0
('P16', 'C', 'S2') 0.0
('P16', 'C', 'S3') 0.0
('P16', 'C', 'S4') 0.0
('P16', 'C', 'S5') 0.0
('P16', 'C', 'S6') 0.0
('P16', 'C', 'S7') 0.0
('P16', 'C', 'S8') 0.0
('P16', 'C', 'S9') 0.0
('P16', 'C', 'S10') 0.0
; Variable;  y
('P1', 'S1') 0.0
('P1', 'S2') 0.0
('P1', 'S3') 0.0
('P1', 'S4') 0.0
('P1', 'S5') 0.0
('P1', 'S6') 0.0
('P1', 'S7') 0.0
('P1', 'S8') 0.0
('P1', 'S9') 0.0
('P1', 'S10') 1.0
('P2', 'S1') 1.0
('P2', 'S2') 1.0
('P2', 'S3') 1.0
('P2', 'S4') 1.0
('P2', 'S5') 1.0
('P2', 'S6') 1.0
('P2', 'S7') 1.0
('P2', 'S8') 1.0
('P2', 'S9') 1.0
('P2', 'S10') 1.0
('P3', 'S1') 0.0
('P3', 'S2') 0.0
('P3', 'S3') 0.0
('P3', 'S4') 0.0
('P3', 'S5') 0.0
('P3', 'S6') 0.0
('P3', 'S7') 0.0
('P3', 'S8') 0.0
('P3', 'S9') 0.0
