rank,crossover,replacement_strategy,elite_size,replacement_fraction,mutation,initial_population_mode,best_ga,best_known,best_known_source,gap_to_best_known,improvement_vs_seed,initial_best,logged_best,improvement_gen0,final_avg,final_std,n_gen_executed,n_evals,n_unique_schedules,stop_reason
1,decuple,diverse_elitist,1,0.9,consensus_reorder,priority_rules,1263.0,1126.0,rcplib:RG300_429.rcp:LB-lit,137.0,12.0,1275.0,1263.0,12.0,1263.0,0.0,100,4609,0,max_generations
2,decuple,diverse_elitist,1,0.9,consensus_reorder,random,1281.0,1126.0,rcplib:RG300_429.rcp:LB-lit,155.0,-6.0,1393.0,1281.0,112.0,1281.0,0.0,100,4583,0,max_generations
