replacement_strategy,mutation,priority_best_ga,random_best_ga,delta_random_minus_priority,winner,priority_gap_to_best_known,random_gap_to_best_known,priority_initial_best,random_initial_best,priority_n_evals,random_n_evals,priority_stop_reason,random_stop_reason
diverse_elitist,consensus_reorder,737.0,768.0,31.0,priority_rules,143.0,174.0,747.0,850.0,4607,4625,max_generations,max_generations
