rank,crossover,replacement_strategy,elite_size,replacement_fraction,mutation,initial_population_mode,best_ga,best_known,best_known_source,gap_to_best_known,improvement_vs_seed,initial_best,logged_best,improvement_gen0,final_avg,final_std,n_gen_executed,n_evals,n_unique_schedules,stop_reason
1,decuple,generational,1,0.9,consensus_reorder,priority_rules,4762.0,3782.0,rcplib:LPP_80.rcp:LB-lit,980.0,0.0,4762.0,4762.0,0.0,4789.76,5.6198220612400185,100,4096,0,max_generations
2,decuple,generational,1,0.9,consensus_reorder,random,4817.0,3782.0,rcplib:LPP_80.rcp:LB-lit,1035.0,-55.0,4933.0,4817.0,116.0,4833.92,23.309088356261384,100,4158,0,max_generations
